"Job","Panel","Start time","End time","Time","EndTo1st","EndTo1stEnd","EndTo2nd","EndTo2ndEnd","EndTo3rd","EndTo3rdEnd"
"","1","2024-07-02 09:40:36","2024-07-02 09:40:36","0"
"","2","2024-07-02 09:41:08","2024-07-02 09:41:08","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 09:40:53","2024-07-02 09:41:54","00:01:01","-15","12","19","46","",""
"","1","2024-07-02 09:40:53","2024-07-02 09:41:20","27"
"","2","2024-07-02 09:41:27","2024-07-02 09:41:54","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 09:41:57","2024-07-02 09:42:22","00:00:25","3","3","28","28","",""
"","1","2024-07-02 09:41:57","2024-07-02 09:41:57","0"
"","2","2024-07-02 09:42:22","2024-07-02 09:42:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:42:04","2024-07-02 09:42:32","00:00:28","-18","10","","","",""
"","1","2024-07-02 09:42:04","2024-07-02 09:42:32","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:43:05","2024-07-02 09:43:05","00:00:00","33","33","","","",""
"","1","2024-07-02 09:43:05","2024-07-02 09:43:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:42:50","2024-07-02 09:43:17","00:00:27","-15","12","","","",""
"","1","2024-07-02 09:42:50","2024-07-02 09:43:17","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:43:44","2024-07-02 09:43:44","00:00:00","27","27","","","",""
"","1","2024-07-02 09:43:44","2024-07-02 09:43:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:43:28","2024-07-02 09:43:55","00:00:27","-16","11","","","",""
"","1","2024-07-02 09:43:28","2024-07-02 09:43:55","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:44:28","2024-07-02 09:44:28","00:00:00","33","33","","","",""
"","1","2024-07-02 09:44:28","2024-07-02 09:44:28","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:44:13","2024-07-02 09:44:39","00:00:26","-15","11","","","",""
"","1","2024-07-02 09:44:13","2024-07-02 09:44:39","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:45:06","2024-07-02 09:45:06","00:00:00","27","27","","","",""
"","1","2024-07-02 09:45:06","2024-07-02 09:45:06","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:44:50","2024-07-02 09:45:23","00:00:33","-16","17","","","",""
"","1","2024-07-02 09:44:50","2024-07-02 09:45:23","33"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 09:45:35","2024-07-02 09:46:12","00:00:37","12","12","49","49","",""
"","1","2024-07-02 09:45:35","2024-07-02 09:45:35","0"
"","2","2024-07-02 09:46:12","2024-07-02 09:46:12","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:45:56","2024-07-02 09:46:23","00:00:27","-16","11","","","",""
"","1","2024-07-02 09:45:56","2024-07-02 09:46:23","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:46:44","2024-07-02 09:46:44","00:00:00","21","21","","","",""
"","1","2024-07-02 09:46:44","2024-07-02 09:46:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:46:30","2024-07-02 09:46:57","00:00:27","-14","13","","","",""
"","1","2024-07-02 09:46:30","2024-07-02 09:46:57","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:47:25","2024-07-02 09:47:25","00:00:00","28","28","","","",""
"","1","2024-07-02 09:47:25","2024-07-02 09:47:25","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:47:10","2024-07-02 09:47:37","00:00:27","-15","12","","","",""
"","1","2024-07-02 09:47:10","2024-07-02 09:47:37","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 09:47:49","2024-07-02 09:48:40","00:00:51","12","12","62","63","",""
"","1","2024-07-02 09:47:49","2024-07-02 09:47:49","0"
"","2","2024-07-02 09:48:39","2024-07-02 09:48:40","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:48:23","2024-07-02 09:48:50","00:00:27","-17","10","","","",""
"","1","2024-07-02 09:48:23","2024-07-02 09:48:50","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:49:18","2024-07-02 09:49:18","00:00:00","28","28","","","",""
"","1","2024-07-02 09:49:18","2024-07-02 09:49:18","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:49:02","2024-07-02 09:49:29","00:00:27","-16","11","","","",""
"","1","2024-07-02 09:49:02","2024-07-02 09:49:29","27"
"ECH3ESN00003 T&B B A1-LCR","5","2024-07-02 09:49:41","2024-07-02 09:51:38","00:01:57","12","13","40","40","67","67"
"","1","2024-07-02 09:49:41","2024-07-02 09:49:42","1"
"","2","2024-07-02 09:50:09","2024-07-02 09:50:09","0"
"","3","2024-07-02 09:50:36","2024-07-02 09:50:36","0"
"","4","2024-07-02 09:51:00","2024-07-02 09:51:00","0"
"","5","2024-07-02 09:51:38","2024-07-02 09:51:38","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:51:22","2024-07-02 09:51:49","00:00:27","-16","11","","","",""
"","1","2024-07-02 09:51:22","2024-07-02 09:51:49","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 09:52:01","2024-07-02 09:52:31","00:00:30","12","12","42","42","",""
"","1","2024-07-02 09:52:01","2024-07-02 09:52:01","0"
"","2","2024-07-02 09:52:31","2024-07-02 09:52:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:52:16","2024-07-02 09:52:49","00:00:33","-15","18","","","",""
"","1","2024-07-02 09:52:16","2024-07-02 09:52:49","33"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 09:52:59","2024-07-02 09:53:31","00:00:32","10","10","42","42","",""
"","1","2024-07-02 09:52:59","2024-07-02 09:52:59","0"
"","2","2024-07-02 09:53:31","2024-07-02 09:53:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:53:16","2024-07-02 09:53:43","00:00:27","-15","12","","","",""
"","1","2024-07-02 09:53:16","2024-07-02 09:53:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:54:03","2024-07-02 09:54:03","00:00:00","20","20","","","",""
"","1","2024-07-02 09:54:03","2024-07-02 09:54:03","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 09:53:50","2024-07-02 09:54:52","00:01:02","-13","14","21","49","",""
"","1","2024-07-02 09:53:50","2024-07-02 09:54:17","27"
"","2","2024-07-02 09:54:24","2024-07-02 09:54:52","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:55:08","2024-07-02 09:55:08","00:00:00","16","16","","","",""
"","1","2024-07-02 09:55:08","2024-07-02 09:55:08","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:55:08","2024-07-02 09:55:43","00:00:35","0","35","","","",""
"","1","2024-07-02 09:55:08","2024-07-02 09:55:43","35"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:57:15","2024-07-02 09:57:15","00:00:00","92","92","","","",""
"","1","2024-07-02 09:57:15","2024-07-02 09:57:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:57:14","2024-07-02 09:57:41","00:00:27","-1","26","","","",""
"","1","2024-07-02 09:57:14","2024-07-02 09:57:41","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:57:51","2024-07-02 09:57:51","00:00:00","10","10","","","",""
"","1","2024-07-02 09:57:51","2024-07-02 09:57:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:57:47","2024-07-02 09:58:15","00:00:28","-4","24","","","",""
"","1","2024-07-02 09:57:47","2024-07-02 09:58:15","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:58:25","2024-07-02 09:58:25","00:00:00","10","10","","","",""
"","1","2024-07-02 09:58:25","2024-07-02 09:58:25","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:58:22","2024-07-02 09:58:50","00:00:28","-3","25","","","",""
"","1","2024-07-02 09:58:22","2024-07-02 09:58:50","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:59:00","2024-07-02 09:59:00","00:00:00","10","10","","","",""
"","1","2024-07-02 09:59:00","2024-07-02 09:59:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:58:56","2024-07-02 09:59:23","00:00:27","-4","23","","","",""
"","1","2024-07-02 09:58:56","2024-07-02 09:59:23","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 09:59:34","2024-07-02 09:59:35","00:00:01","11","12","","","",""
"","1","2024-07-02 09:59:34","2024-07-02 09:59:35","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 09:59:30","2024-07-02 09:59:57","00:00:27","-5","22","","","",""
"","1","2024-07-02 09:59:30","2024-07-02 09:59:57","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:00:09","2024-07-02 10:00:10","00:00:01","12","13","","","",""
"","1","2024-07-02 10:00:09","2024-07-02 10:00:10","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:00:03","2024-07-02 10:00:30","00:00:27","-7","20","","","",""
"","1","2024-07-02 10:00:03","2024-07-02 10:00:30","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 10:00:33","2024-07-02 10:01:05","00:00:32","3","3","35","35","",""
"","1","2024-07-02 10:00:33","2024-07-02 10:00:33","0"
"","2","2024-07-02 10:01:05","2024-07-02 10:01:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:00:49","2024-07-02 10:01:23","00:00:34","-16","18","","","",""
"","1","2024-07-02 10:00:49","2024-07-02 10:01:23","34"
"ECH3ESN00003 T&B B A1-LCR","5","2024-07-02 10:01:28","2024-07-02 10:03:29","00:02:01","5","5","42","42","65","65"
"","1","2024-07-02 10:01:28","2024-07-02 10:01:28","0"
"","2","2024-07-02 10:02:05","2024-07-02 10:02:05","0"
"","3","2024-07-02 10:02:28","2024-07-02 10:02:28","0"
"","4","2024-07-02 10:02:52","2024-07-02 10:02:52","0"
"","5","2024-07-02 10:03:29","2024-07-02 10:03:29","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:03:08","2024-07-02 10:03:35","00:00:27","-21","6","","","",""
"","1","2024-07-02 10:03:08","2024-07-02 10:03:35","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:03:56","2024-07-02 10:03:56","00:00:00","21","21","","","",""
"","1","2024-07-02 10:03:56","2024-07-02 10:03:56","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:03:42","2024-07-02 10:04:10","00:00:28","-14","14","","","",""
"","1","2024-07-02 10:03:42","2024-07-02 10:04:10","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:04:37","2024-07-02 10:04:37","00:00:00","27","27","","","",""
"","1","2024-07-02 10:04:37","2024-07-02 10:04:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:04:16","2024-07-02 10:04:44","00:00:28","-21","7","","","",""
"","1","2024-07-02 10:04:16","2024-07-02 10:04:44","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:05:02","2024-07-02 10:05:02","00:00:00","18","18","","","",""
"","1","2024-07-02 10:05:02","2024-07-02 10:05:02","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:04:51","2024-07-02 10:05:18","00:00:27","-11","16","","","",""
"","1","2024-07-02 10:04:51","2024-07-02 10:05:18","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:05:39","2024-07-02 10:05:39","00:00:00","21","21","","","",""
"","1","2024-07-02 10:05:39","2024-07-02 10:05:39","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:05:24","2024-07-02 10:05:51","00:00:27","-15","12","","","",""
"","1","2024-07-02 10:05:24","2024-07-02 10:05:51","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:06:17","2024-07-02 10:06:17","00:00:00","26","26","","","",""
"","1","2024-07-02 10:06:17","2024-07-02 10:06:17","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:06:02","2024-07-02 10:06:38","00:00:36","-15","21","","","",""
"","1","2024-07-02 10:06:02","2024-07-02 10:06:38","36"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:06:56","2024-07-02 10:06:56","00:00:00","18","18","","","",""
"","1","2024-07-02 10:06:56","2024-07-02 10:06:56","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:06:45","2024-07-02 10:07:10","00:00:25","-11","14","","","",""
"","1","2024-07-02 10:06:45","2024-07-02 10:07:10","25"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:07:37","2024-07-02 10:07:37","00:00:00","27","27","","","",""
"","1","2024-07-02 10:07:37","2024-07-02 10:07:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:07:21","2024-07-02 10:07:48","00:00:27","-16","11","","","",""
"","1","2024-07-02 10:07:21","2024-07-02 10:07:48","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:08:15","2024-07-02 10:08:15","00:00:00","27","27","","","",""
"","1","2024-07-02 10:08:15","2024-07-02 10:08:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:08:00","2024-07-02 10:08:27","00:00:27","-15","12","","","",""
"","1","2024-07-02 10:08:00","2024-07-02 10:08:27","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:08:59","2024-07-02 10:08:59","00:00:00","32","32","","","",""
"","1","2024-07-02 10:08:59","2024-07-02 10:08:59","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:08:44","2024-07-02 10:09:16","00:00:32","-15","17","","","",""
"","1","2024-07-02 10:08:44","2024-07-02 10:09:16","32"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:09:45","2024-07-02 10:09:45","00:00:00","29","29","","","",""
"","1","2024-07-02 10:09:45","2024-07-02 10:09:45","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:09:29","2024-07-02 10:09:56","00:00:27","-16","11","","","",""
"","1","2024-07-02 10:09:29","2024-07-02 10:09:56","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:10:30","2024-07-02 10:10:30","00:00:00","34","34","","","",""
"","1","2024-07-02 10:10:30","2024-07-02 10:10:30","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 10:10:15","2024-07-02 10:11:22","00:01:07","-15","12","23","52","",""
"","1","2024-07-02 10:10:15","2024-07-02 10:10:42","27"
"","2","2024-07-02 10:10:53","2024-07-02 10:11:22","29"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 10:12:17","2024-07-02 10:12:49","00:00:32","55","55","87","87","",""
"","1","2024-07-02 10:12:17","2024-07-02 10:12:17","0"
"","2","2024-07-02 10:12:49","2024-07-02 10:12:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:12:41","2024-07-02 10:13:17","00:00:36","-8","28","","","",""
"","1","2024-07-02 10:12:41","2024-07-02 10:13:17","36"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:34:01","2024-07-02 10:34:01","00:00:00","1244","1244","","","",""
"","1","2024-07-02 10:34:01","2024-07-02 10:34:01","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:33:59","2024-07-02 10:34:27","00:00:28","-2","26","","","",""
"","1","2024-07-02 10:33:59","2024-07-02 10:34:27","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:34:39","2024-07-02 10:34:39","00:00:00","12","12","","","",""
"","1","2024-07-02 10:34:39","2024-07-02 10:34:39","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:34:34","2024-07-02 10:35:01","00:00:27","-5","22","","","",""
"","1","2024-07-02 10:34:34","2024-07-02 10:35:01","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:35:13","2024-07-02 10:35:13","00:00:00","12","12","","","",""
"","1","2024-07-02 10:35:13","2024-07-02 10:35:13","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 10:35:08","2024-07-02 10:36:10","00:01:02","-5","23","30","57","",""
"","1","2024-07-02 10:35:08","2024-07-02 10:35:36","28"
"","2","2024-07-02 10:35:43","2024-07-02 10:36:10","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:37:32","2024-07-02 10:37:32","00:00:00","82","82","","","",""
"","1","2024-07-02 10:37:32","2024-07-02 10:37:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:37:29","2024-07-02 10:37:55","00:00:26","-3","23","","","",""
"","1","2024-07-02 10:37:29","2024-07-02 10:37:55","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:38:05","2024-07-02 10:38:05","00:00:00","10","10","","","",""
"","1","2024-07-02 10:38:05","2024-07-02 10:38:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:38:02","2024-07-02 10:38:36","00:00:34","-3","31","","","",""
"","1","2024-07-02 10:38:02","2024-07-02 10:38:36","34"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 10:38:39","2024-07-02 10:39:01","00:00:22","3","3","25","25","",""
"","1","2024-07-02 10:38:39","2024-07-02 10:38:39","0"
"","2","2024-07-02 10:39:01","2024-07-02 10:39:01","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:38:43","2024-07-02 10:39:10","00:00:27","-18","9","","","",""
"","1","2024-07-02 10:38:43","2024-07-02 10:39:10","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:39:31","2024-07-02 10:39:31","00:00:00","21","21","","","",""
"","1","2024-07-02 10:39:31","2024-07-02 10:39:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:39:17","2024-07-02 10:39:45","00:00:28","-14","14","","","",""
"","1","2024-07-02 10:39:17","2024-07-02 10:39:45","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:40:02","2024-07-02 10:40:02","00:00:00","17","17","","","",""
"","1","2024-07-02 10:40:02","2024-07-02 10:40:02","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:39:51","2024-07-02 10:40:19","00:00:28","-11","17","","","",""
"","1","2024-07-02 10:39:51","2024-07-02 10:40:19","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:40:32","2024-07-02 10:40:32","00:00:00","13","13","","","",""
"","1","2024-07-02 10:40:32","2024-07-02 10:40:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:40:26","2024-07-02 10:40:53","00:00:27","-6","21","","","",""
"","1","2024-07-02 10:40:26","2024-07-02 10:40:53","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:41:05","2024-07-02 10:41:05","00:00:00","12","12","","","",""
"","1","2024-07-02 10:41:05","2024-07-02 10:41:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:41:00","2024-07-02 10:41:27","00:00:27","-5","22","","","",""
"","1","2024-07-02 10:41:00","2024-07-02 10:41:27","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:41:44","2024-07-02 10:41:44","00:00:00","17","17","","","",""
"","1","2024-07-02 10:41:44","2024-07-02 10:41:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:41:34","2024-07-02 10:42:00","00:00:26","-10","16","","","",""
"","1","2024-07-02 10:41:34","2024-07-02 10:42:00","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:42:22","2024-07-02 10:42:23","00:00:01","22","23","","","",""
"","1","2024-07-02 10:42:22","2024-07-02 10:42:23","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:42:07","2024-07-02 10:42:40","00:00:33","-16","17","","","",""
"","1","2024-07-02 10:42:07","2024-07-02 10:42:40","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:43:02","2024-07-02 10:43:03","00:00:01","22","23","","","",""
"","1","2024-07-02 10:43:02","2024-07-02 10:43:03","1"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 10:42:47","2024-07-02 10:43:48","00:01:01","-16","11","18","45","",""
"","1","2024-07-02 10:42:47","2024-07-02 10:43:14","27"
"","2","2024-07-02 10:43:21","2024-07-02 10:43:48","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:43:57","2024-07-02 10:43:57","00:00:00","9","9","","","",""
"","1","2024-07-02 10:43:57","2024-07-02 10:43:57","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:43:55","2024-07-02 10:44:24","00:00:29","-2","27","","","",""
"","1","2024-07-02 10:43:55","2024-07-02 10:44:24","29"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:44:37","2024-07-02 10:44:37","00:00:00","13","13","","","",""
"","1","2024-07-02 10:44:37","2024-07-02 10:44:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:44:31","2024-07-02 10:44:57","00:00:26","-6","20","","","",""
"","1","2024-07-02 10:44:31","2024-07-02 10:44:57","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:45:15","2024-07-02 10:45:15","00:00:00","18","18","","","",""
"","1","2024-07-02 10:45:15","2024-07-02 10:45:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:45:04","2024-07-02 10:45:31","00:00:27","-11","16","","","",""
"","1","2024-07-02 10:45:04","2024-07-02 10:45:31","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:45:56","2024-07-02 10:45:56","00:00:00","25","25","","","",""
"","1","2024-07-02 10:45:56","2024-07-02 10:45:56","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:45:42","2024-07-02 10:46:09","00:00:27","-14","13","","","",""
"","1","2024-07-02 10:45:42","2024-07-02 10:46:09","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:46:42","2024-07-02 10:46:42","00:00:00","33","33","","","",""
"","1","2024-07-02 10:46:42","2024-07-02 10:46:42","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:46:28","2024-07-02 10:47:01","00:00:33","-14","19","","","",""
"","1","2024-07-02 10:46:28","2024-07-02 10:47:01","33"
"ECH3ESN00003 T&B B A1-LCR","4","2024-07-02 10:47:04","2024-07-02 10:48:19","00:01:15","3","3","25","25","47","47"
"","1","2024-07-02 10:47:04","2024-07-02 10:47:04","0"
"","2","2024-07-02 10:47:26","2024-07-02 10:47:26","0"
"","3","2024-07-02 10:47:48","2024-07-02 10:47:48","0"
"","4","2024-07-02 10:48:19","2024-07-02 10:48:19","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:48:05","2024-07-02 10:48:32","00:00:27","-14","13","","","",""
"","1","2024-07-02 10:48:05","2024-07-02 10:48:32","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:48:56","2024-07-02 10:48:57","00:00:01","24","25","","","",""
"","1","2024-07-02 10:48:56","2024-07-02 10:48:57","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:48:42","2024-07-02 10:49:09","00:00:27","-15","12","","","",""
"","1","2024-07-02 10:48:42","2024-07-02 10:49:09","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:49:38","2024-07-02 10:49:38","00:00:00","29","29","","","",""
"","1","2024-07-02 10:49:38","2024-07-02 10:49:38","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:49:24","2024-07-02 10:49:52","00:00:28","-14","14","","","",""
"","1","2024-07-02 10:49:24","2024-07-02 10:49:52","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:50:21","2024-07-02 10:50:21","00:00:00","29","29","","","",""
"","1","2024-07-02 10:50:21","2024-07-02 10:50:21","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:50:03","2024-07-02 10:50:30","00:00:27","-18","9","","","",""
"","1","2024-07-02 10:50:03","2024-07-02 10:50:30","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:51:01","2024-07-02 10:51:01","00:00:00","31","31","","","",""
"","1","2024-07-02 10:51:01","2024-07-02 10:51:01","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:50:47","2024-07-02 10:51:13","00:00:26","-14","12","","","",""
"","1","2024-07-02 10:50:47","2024-07-02 10:51:13","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:51:39","2024-07-02 10:51:39","00:00:00","26","26","","","",""
"","1","2024-07-02 10:51:39","2024-07-02 10:51:39","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:51:25","2024-07-02 10:51:59","00:00:34","-14","20","","","",""
"","1","2024-07-02 10:51:25","2024-07-02 10:51:59","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:52:18","2024-07-02 10:52:18","00:00:00","19","19","","","",""
"","1","2024-07-02 10:52:18","2024-07-02 10:52:18","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:52:06","2024-07-02 10:52:32","00:00:26","-12","14","","","",""
"","1","2024-07-02 10:52:06","2024-07-02 10:52:32","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 10:53:04","2024-07-02 10:53:04","00:00:00","32","32","","","",""
"","1","2024-07-02 10:53:04","2024-07-02 10:53:04","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 10:52:50","2024-07-02 10:53:17","00:00:27","-14","13","","","",""
